#2E230F, #3B0215,#E08515,#9D5877,#6B6164,#B6823E
#471001,#8a491f,#d79e50,#b7bcc0,#627e9a,989FCE
#275D8C,#D99D55,#F2BF91,#733E1F,#0D0D0D,#6D4D24
#034873,#E7A712,#1B3819,#8C622E,#EB7318,#2F3341
#8E6F85,#034873,#331A11,#C26B07,#4C5F3E,#B29B66
